Crupto Name,Price,Timestamp
BTC,"46,197.96",2/9/2024 0:51
BTC,"46,197.96",2/9/2024 0:51
BTC,"46,197.96",2/9/2024 0:52
BTC,"46,195.21",2/9/2024 0:54
BTC,"46,192.96",2024-02-09 01:03:41.627132
